#OTU,Sp11,Sp12,Sp13,Sp21,Sp22,Sp23,Su11,Su12,Su13,Su21,Su22,Su23,Au11,Au12,Au13,Au21,Au22,Au23,Wi11,Wi12,Wi13,Wi21,Wi22,Wi23
Otu2786,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,5,2,2,0,0,0
Otu2787,1,3,2,3,1,3,0,2,0,5,0,4,3,1,3,0,0,0,8,5,0,0,5,0
Otu2788,27,27,21,9,21,24,27,32,42,12,5,34,27,19,20,3,8,13,19,17,52,0,14,19
Otu2789,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,0,0,0
Otu279,146,108,99,51,108,131,133,118,209,138,99,132,118,148,148,131,142,159,150,162,133,182,135,194
Otu2790,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Otu2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Otu2792,0,1,0,2,6,3,2,0,0,2,0,0,1,0,0,0,0,0,0,5,0,4,3,0
Otu2793,0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0
Otu2796,0,0,3,0,1,1,0,0,0,0,0,0,1,0,5,0,2,0,0,2,0,0,2,15
Otu2797,1,1,2,0,0,1,0,0,0,0,0,2,0,0,3,1,0,0,0,2,2,2,5,2
Otu2798,3,2,0,0,4,0,7,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0
Otu2799,2,0,3,3,0,0,3,0,2,3,0,2,0,2,0,3,0,2,0,0,0,0,2,0
Otu28,656,734,502,294,591,1280,811,1503,819,1232,982,920,525,976,1237,939,896,738,239,613,780,286,1281,1640
Otu280,112,104,96,35,55,79,116,158,209,43,54,103,90,125,182,80,87,105,63,177,160,73,144,117
Otu2800,0,0,1,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,2
Otu2801,2,3,1,2,0,0,5,5,3,7,0,2,2,3,3,0,3,0,0,5,4,0,2,6
Otu2802,0,0,3,0,1,1,0,7,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,4
Otu2803,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Otu2805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
Otu2806,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu2807,0,3,0,0,0,0,2,5,3,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0
Otu2808,3,2,8,5,0,3,0,2,3,0,2,0,1,1,2,1,5,14,3,2,6,21,0,4
Otu2810,2,2,10,0,0,0,0,9,5,2,0,4,2,2,6,3,0,0,3,7,12,0,3,8
Otu2811,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2812,1,1,3,0,0,1,0,2,0,0,0,0,0,1,3,0,2,0,3,0,0,0,3,4
Otu2813,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu2814,0,0,0,6,3,4,3,0,3,3,0,0,2,1,1,4,0,7,3,0,0,0,2,0
Otu2815,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu2816,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Otu2818,2,1,0,0,0,1,3,0,0,0,2,0,4,0,0,1,3,0,8,0,0,0,0,4
Otu2819,1,3,0,0,1,0,2,5,5,0,2,2,5,2,3,0,0,0,0,2,8,0,2,0
Otu282,40,32,69,51,25,47,60,125,96,45,49,58,55,75,131,46,77,24,54,59,114,36,73,111
Otu2820,2,3,1,0,0,0,0,11,3,2,0,0,1,2,3,0,5,2,3,2,6,0,2,4
Otu2821,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu2822,2,4,3,2,3,0,7,4,2,5,2,7,21,9,8,8,0,2,41,20,6,33,3,8
Otu2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu2825,2,3,5,2,0,0,0,4,2,3,0,2,0,3,6,0,3,2,5,15,2,0,5,6
Otu2826,24,10,4,20,3,24,15,2,17,22,9,27,4,14,11,14,12,9,14,15,25,186,15,15
Otu2827,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu2828,2,1,1,0,0,1,0,0,0,2,0,4,0,0,1,0,2,0,0,2,2,2,3,0
Otu283,2,3,3,53,0,4,3,5,5,0,2,9,10,2,1,6,31,13,0,0,0,0,0,0
Otu2830,0,1,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,2,5,5,0,4,3,2
Otu2831,1,2,3,2,0,0,0,2,5,5,0,0,0,3,3,4,0,2,3,2,2,0,0,0
Otu2832,52,30,20,48,141,95,95,49,101,139,118,76,56,44,53,142,135,62,49,32,29,52,58,75
Otu2833,0,0,0,3,0,1,2,4,0,2,0,0,1,0,2,0,0,4,0,0,0,0,0,2
Otu2834,2,5,4,0,3,1,5,0,2,0,0,9,3,6,2,1,0,4,3,0,6,0,6,4
Otu2835,2,2,0,2,3,0,2,4,5,0,0,2,1,2,3,0,2,5,5,5,14,8,3,6
Otu2836,2,1,0,0,6,1,13,0,0,3,0,0,4,2,0,0,2,0,0,0,0,0,0,0
Otu2837,0,1,1,0,0,0,0,2,2,0,0,11,0,4,0,0,2,2,0,0,0,0,2,0
Otu2838,2,0,0,0,4,1,0,0,8,0,2,9,2,0,0,3,0,2,5,0,0,0,3,0
Otu2839,1,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,4
Otu284,0,5,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,0,0
Otu2840,0,0,0,3,1,0,2,0,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0
Otu2841,0,0,5,3,0,0,0,0,3,2,0,0,1,2,4,0,0,2,0,12,14,2,6,4
Otu2843,2,3,7,2,15,8,0,4,3,10,7,4,10,15,8,15,5,2,3,0,2,29,8,17
Otu2844,10,0,0,6,0,0,7,0,0,0,2,0,15,0,0,0,0,0,3,0,0,0,0,0
Otu2845,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2846,3,1,3,3,0,1,3,2,0,9,0,7,2,0,2,8,0,2,0,2,2,0,6,10
Otu2847,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2848,7,3,0,2,1,0,2,2,0,0,2,0,0,3,3,0,2,2,0,2,0,0,15,2
Otu2849,0,1,1,2,1,0,0,0,5,0,0,0,1,2,0,0,2,0,3,0,0,2,2,0
Otu2850,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0
Otu2851,1,2,1,0,1,6,0,0,0,7,0,2,0,1,2,4,8,4,0,2,2,0,0,10
Otu2852,1,1,0,3,1,4,0,0,2,14,9,4,0,1,0,4,2,0,0,0,0,0,2,0
Otu2854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,2,0
Otu2855,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2856,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu2857,3,0,0,0,0,1,7,0,0,9,0,2,2,0,0,4,0,2,0,0,0,4,3,0
Otu2858,2,0,1,0,3,1,0,0,0,7,2,2,3,1,3,3,2,2,0,0,4,2,3,2
Otu2860,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0
Otu2862,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Otu2863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2864,0,1,2,0,8,3,2,0,0,2,7,2,4,2,3,1,2,2,0,2,8,4,0,6
Otu2867,0,0,3,0,0,4,2,4,0,3,0,0,1,5,1,0,0,4,0,0,2,0,3,4
Otu2868,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu2869,7,16,14,6,4,10,2,16,3,2,2,2,19,12,18,0,0,34,30,17,14,33,18,27
Otu287,61,16,12,21,72,65,45,4,41,31,85,25,71,37,16,46,21,7,41,37,10,6,35,61
Otu2870,1,0,1,2,1,0,0,2,0,2,2,0,1,0,3,0,0,0,5,0,4,2,0,0
Otu2871,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu2872,1,0,0,0,0,3,3,12,3,19,5,4,0,1,2,1,0,0,0,0,2,0,0,2
Otu2873,1,0,0,2,1,0,0,0,5,0,0,0,3,1,0,1,2,0,3,2,2,0,3,2
Otu2874,1,2,3,0,8,4,10,2,3,9,7,2,1,5,1,0,0,5,3,0,0,0,6,2
Otu2875,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Otu2876,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu2877,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,2,2
Otu2878,0,0,0,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,0
Otu2879,0,2,2,2,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,4
Otu288,55,84,68,65,12,46,2,11,5,21,19,18,13,26,19,15,30,42,185,34,54,547,34,90
Otu2880,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0
Otu2881,2,3,2,0,0,1,2,7,12,7,0,2,7,5,2,1,2,2,0,10,0,6,3,8
Otu2882,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,0
Otu2883,2,3,2,2,0,4,2,7,0,2,2,4,1,1,1,6,5,4,0,0,14,2,2,12
Otu2884,14,5,4,6,14,10,7,2,2,0,5,2,5,0,0,0,2,9,0,2,6,12,8,6
Otu2885,1,0,1,0,0,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu2886,2,0,0,3,0,3,8,0,0,0,0,0,1,0,0,1,2,2,3,0,0,0,2,0
Otu2889,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0
Otu289,33,34,20,21,29,52,38,44,84,59,38,58,22,29,38,92,74,60,33,27,10,17,60,42
Otu2890,1,0,1,0,0,0,10,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
Otu2891,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Otu2893,0,0,7,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,5,8,0,2,8
Otu2894,1,1,1,2,0,3,2,5,3,3,2,4,2,2,1,0,2,2,3,0,2,2,0,6
Otu2895,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,2,0,0,4
Otu2898,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2899,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu29,0,1,2,848,26,1,15,95,0,2,16,0,1,2,0,38,0,2,3,0,10,0,2,2
Otu290,33,85,89,18,4,26,2,18,27,14,7,29,22,45,44,24,28,5,30,37,68,77,38,58
Otu2900,1,1,3,3,0,3,0,4,5,2,0,0,2,2,6,3,0,2,0,0,0,2,11,10
Otu2901,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu2902,10,7,0,6,7,14,28,9,5,10,7,9,10,8,12,13,8,14,8,20,14,0,5,8
Otu2903,3,1,0,0,4,4,10,0,8,7,9,11,4,3,3,3,5,11,0,0,0,0,5,10
Otu2906,2,1,0,2,0,0,0,0,0,5,0,2,4,2,1,0,0,0,0,0,0,0,0,0
Otu2907,6,2,3,2,1,0,2,7,0,2,2,4,3,12,3,4,2,0,5,5,2,12,5,4
Otu2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
Otu2909,2,1,0,0,0,1,5,4,0,2,0,0,1,1,4,0,2,2,0,0,2,0,3,0
Otu291,3,15,15,11,7,15,41,46,7,3,2,7,22,24,14,3,5,22,19,30,54,0,12,21
Otu2910,2,0,1,0,1,1,7,0,0,0,0,0,0,2,2,0,0,0,3,2,0,0,0,0
Otu2911,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2912,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2
Otu2914,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0
Otu2916,4,0,2,2,3,0,5,5,12,2,2,7,1,1,0,3,3,2,11,2,2,2,5,2
Otu2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Otu2918,0,0,1,3,1,1,0,9,3,0,0,2,0,1,1,1,0,4,0,2,0,0,0,2
Otu2919,2,1,0,0,1,3,0,0,2,10,5,4,1,1,2,8,2,0,5,5,2,2,3,6
Otu292,54,13,17,41,8,58,2,0,56,77,28,79,2,26,16,56,8,42,11,15,19,86,43,40
Otu2920,2,4,7,3,0,3,0,11,0,9,9,4,0,4,7,3,2,2,3,12,10,0,3,12
Otu2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0
Otu2922,2,0,0,0,6,1,3,0,0,3,5,0,4,4,2,1,2,2,0,0,0,0,0,0
Otu2923,0,1,0,2,0,0,8,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0
Otu2924,0,0,1,2,1,0,0,0,0,2,0,0,4,2,2,0,3,2,3,0,0,2,5,6
Otu2925,1,2,1,2,3,0,5,2,0,0,0,2,1,3,2,0,0,0,0,2,10,0,0,0
Otu2926,2,3,0,2,1,3,2,0,3,2,0,2,0,4,1,0,3,0,0,0,0,0,2,2
Otu2927,0,4,1,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
Otu2928,1,3,1,2,0,1,3,4,0,2,0,0,0,3,0,0,0,0,3,0,10,2,0,0
Otu2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
Otu293,0,0,0,0,0,0,0,0,2,0,5,0,0,1,36,1,2,13,5,2,2,0,3,17
Otu2930,1,0,0,5,3,3,2,0,0,7,14,2,0,2,0,7,8,2,3,2,0,0,0,0
Otu2931,1,0,5,0,1,0,0,5,0,5,5,4,4,4,5,1,3,0,5,7,2,15,0,4
Otu2932,2,0,1,3,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,3,2
Otu2933,6,24,26,5,1,7,2,0,2,0,0,2,3,12,12,1,3,16,8,15,27,2,6,19
Otu2934,1,2,1,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,3,0,4,4,2,0
Otu2936,1,0,0,0,3,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Otu2937,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0
Otu2938,1,2,1,2,1,0,2,0,0,0,7,2,4,0,3,0,2,4,0,0,4,0,5,4
Otu2939,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu294,57,54,36,8,37,42,43,54,83,62,38,47,66,43,66,50,35,20,52,96,46,54,54,40
Otu2942,0,3,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,2,0,0
Otu2943,2,2,3,0,0,0,2,2,2,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0
Otu2945,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2947,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
Otu2948,13,0,1,5,0,6,0,0,3,10,2,7,0,2,2,6,2,0,0,7,0,0,0,4
Otu2949,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0
Otu295,58,76,32,21,6,54,36,95,57,65,40,96,27,93,48,67,130,237,41,20,14,104,29,17
Otu2950,1,3,1,0,0,1,0,2,7,2,0,0,0,2,3,7,2,0,0,0,0,6,2,0
Otu2951,2,3,4,5,10,1,2,2,0,5,7,0,6,2,2,6,0,2,3,7,6,8,0,4
Otu2952,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0
Otu2953,2,2,0,3,0,0,0,7,2,0,0,0,1,0,0,0,0,2,0,2,0,4,2,0
Otu2954,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu2955,0,0,2,5,0,0,3,0,0,0,0,7,0,0,0,0,2,0,0,0,0,4,2,0
Otu2957,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0
Otu2958,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,22,0,0,2,0
Otu296,4,0,0,5,0,0,23,2,0,0,0,0,37,2,0,0,0,0,27,0,0,0,0,0
Otu2960,2,4,2,2,3,3,0,2,3,0,5,2,3,1,2,4,5,0,0,2,0,0,0,6
Otu2961,5,3,2,3,1,6,0,7,0,2,0,4,12,11,5,7,0,0,22,0,6,13,12,31
Otu2962,2,0,0,0,3,3,0,0,0,0,0,0,4,5,2,0,0,0,0,2,0,0,0,0
Otu2963,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
Otu2965,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Otu2967,0,2,6,0,1,0,0,9,0,0,0,0,1,4,3,0,0,0,3,0,2,0,0,2
Otu2969,1,1,0,0,1,1,2,0,0,0,2,0,0,2,0,4,2,0,3,0,0,2,0,0
Otu297,22,47,39,38,23,47,60,30,17,40,19,20,55,66,36,8,28,42,44,62,54,79,38,27
Otu2970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0
Otu2971,0,0,2,0,0,1,2,4,0,0,0,0,0,1,3,0,0,0,0,0,2,0,3,4
Otu2972,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0
Otu2973,0,0,0,3,0,6,0,0,0,9,2,11,0,2,0,7,3,2,0,0,0,0,0,0
Otu2974,1,1,0,0,3,0,3,0,3,0,0,0,2,0,0,1,0,4,3,0,0,0,5,0
Otu2975,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0
Otu2976,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu2977,3,2,1,2,1,0,5,0,2,0,0,2,3,1,0,0,0,0,0,0,2,0,0,0
Otu2978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu2979,2,0,0,2,0,0,0,0,0,2,2,2,1,2,0,3,0,2,3,2,0,0,2,0
Otu2980,3,3,3,2,3,4,7,5,3,3,2,9,2,2,3,4,2,2,8,7,4,2,6,0
Otu2981,1,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2982,2,1,1,0,1,1,2,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Otu2983,3,3,2,2,1,3,2,0,15,5,5,16,1,6,2,6,10,5,0,10,4,2,0,6
Otu2985,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu2987,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu2988,1,2,2,2,0,0,0,4,0,0,0,0,1,2,2,0,2,0,0,2,4,0,0,2
Otu2989,0,4,1,0,0,0,2,4,2,0,0,7,1,5,13,0,0,0,0,0,2,0,0,2
Otu299,0,3,8,0,0,1,0,11,0,0,0,0,0,1,20,0,0,7,0,0,8,0,2,8
Otu2990,0,0,1,3,1,1,5,0,0,5,0,0,1,0,3,1,0,2,0,0,0,0,0,4
Otu2991,0,2,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,2,0,0,2
Otu2992,2,2,4,2,0,1,3,4,3,0,0,2,4,3,3,4,2,0,11,2,2,2,0,2
Otu2994,2,1,4,0,0,0,2,2,2,2,2,7,3,1,3,1,2,0,3,0,0,6,2,0
Otu2995,3,0,3,0,0,1,0,5,12,2,5,7,4,2,17,1,3,5,27,10,23,8,8,8
Otu2996,2,0,0,0,0,3,0,2,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Otu2997,0,1,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4,3,0
Otu2998,2,1,1,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Otu300,88,10,3,95,200,26,60,46,0,122,146,38,173,77,18,193,10,0,101,2,0,155,5,0
Otu3000,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0
Otu3002,0,1,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2,0,5,0
Otu3004,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3005,17,16,9,5,11,19,15,19,37,14,16,13,19,12,8,11,18,18,8,0,14,17,12,19
Otu3007,5,1,0,0,0,0,7,2,2,0,0,0,0,2,1,0,0,2,3,0,6,4,0,0
Otu3008,0,0,1,0,0,0,0,4,0,2,0,0,0,4,2,0,0,0,0,2,0,0,0,0
Otu3009,6,3,0,3,4,1,2,0,7,2,7,0,2,0,2,7,0,0,3,2,0,2,3,0
Otu301,9,22,167,15,0,3,17,47,8,22,0,94,29,13,95,6,3,47,5,116,106,2,23,21
Otu3011,4,3,1,0,0,4,5,4,5,2,0,2,3,2,6,0,2,0,3,2,2,8,0,0
Otu3012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
Otu3013,0,2,0,2,3,0,0,0,0,2,2,0,0,1,0,1,2,13,3,0,2,0,3,2
Otu3014,0,2,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,0
Otu3015,2,3,1,0,4,0,2,0,3,7,2,2,0,2,0,0,0,0,0,0,0,0,3,2
Otu3016,6,4,0,5,10,4,10,0,8,5,7,11,6,5,2,21,2,0,3,0,0,8,6,0
Otu3017,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3018,1,9,3,2,3,3,3,4,8,3,2,4,1,6,6,7,7,16,3,7,6,0,8,12
Otu3019,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0
Otu302,30,43,20,38,47,47,60,25,149,88,75,99,32,59,49,77,81,33,8,25,10,10,34,52
Otu3020,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,5,0,0,0,2,0
Otu3021,1,0,3,6,0,3,0,0,0,3,0,4,0,2,0,3,0,2,0,0,0,0,0,2
Otu3022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
Otu3023,1,2,1,0,0,0,0,5,2,2,2,0,1,2,2,3,0,0,8,5,6,4,2,0
Otu3024,1,0,3,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,3,0,0,2,2,0
Otu3025,0,0,0,0,0,0,5,4,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
Otu3026,3,3,3,0,1,1,5,12,3,0,2,2,6,11,14,1,3,0,14,7,23,4,9,13
Otu3027,10,2,0,5,8,1,13,0,3,10,12,4,14,3,3,3,10,4,0,0,0,0,2,8
Otu3028,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,4
Otu3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Otu303,21,36,34,33,14,38,30,12,62,60,35,76,40,41,56,60,84,82,8,17,19,111,44,42
Otu3031,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Otu3032,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Otu3034,6,7,3,5,30,14,8,5,24,10,21,11,10,9,4,15,10,4,22,5,15,6,9,8
Otu3035,0,3,3,0,4,1,0,2,5,0,0,0,1,1,3,0,0,5,3,2,6,0,3,4
Otu3036,1,1,0,2,4,0,0,2,0,2,0,0,1,1,0,0,0,0,8,0,2,10,2,0
Otu3037,1,0,0,8,7,0,0,0,2,10,2,7,3,0,0,4,0,2,5,0,0,0,3,2
Otu3038,0,1,0,2,0,0,2,0,2,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0
Otu3039,0,0,0,0,0,6,2,0,0,2,0,0,0,3,0,3,2,7,0,0,0,0,11,0
Otu304,82,23,29,92,36,85,28,7,132,107,57,153,46,73,29,95,71,80,33,59,71,113,78,84
Otu3040,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu3041,1,1,2,0,0,1,2,5,0,2,5,4,4,2,5,1,5,0,8,2,6,0,3,4
Otu3042,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,2,0,8,0
Otu3044,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu3045,0,3,1,0,0,3,3,2,0,0,2,0,1,0,1,1,0,0,0,2,0,0,0,0
Otu3046,0,0,0,0,0,1,5,0,0,0,0,0,3,0,0,1,3,0,3,0,0,0,0,0
Otu3047,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3048,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,4,0,0
Otu3049,0,7,12,0,0,3,0,2,0,0,0,0,0,9,8,0,0,2,3,2,2,0,0,4
Otu305,41,28,17,17,23,52,15,12,29,41,16,16,42,39,31,15,31,34,24,39,35,31,28,52
Otu3050,4,3,0,2,3,6,0,2,3,5,2,9,4,3,6,7,2,0,8,2,17,12,6,6
Otu3051,0,0,0,0,0,0,0,4,0,0,0,7,0,3,2,0,7,2,0,0,0,0,0,0
Otu3052,2,0,0,0,0,4,0,0,0,2,0,2,0,1,1,0,2,0,0,0,4,2,0,6
Otu3053,0,2,2,0,0,0,2,0,0,2,0,9,0,1,0,0,0,0,3,2,0,2,0,0
Otu3055,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3056,1,0,0,0,0,0,2,0,7,3,0,2,3,0,0,1,0,4,0,0,0,0,0,0
Otu3058,0,2,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,2,5,5,0,0,0,2
Otu3059,2,1,0,0,0,0,0,0,0,2,0,0,2,0,3,0,3,0,3,0,2,2,3,2
Otu306,56,0,0,3,11,0,7,25,0,0,9,2,39,34,0,8,0,0,49,0,0,29,0,2
