#OTU,Sp11,Sp12,Sp13,Sp21,Sp22,Sp23,Su11,Su12,Su13,Su21,Su22,Su23,Au11,Au12,Au13,Au21,Au22,Au23,Wi11,Wi12,Wi13,Wi21,Wi22,Wi23
Otu1261,3,1,0,9,3,4,7,2,0,7,2,2,15,0,0,7,0,4,14,2,0,6,0,4
Otu1262,6,5,3,5,7,15,7,0,0,14,9,2,8,2,0,11,8,11,19,7,4,0,0,2
Otu1264,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0
Otu1266,12,12,58,3,3,0,13,16,0,0,0,18,7,7,36,0,0,0,11,81,98,2,28,12
Otu1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,21
Otu1269,5,1,13,2,6,6,0,23,10,3,5,2,8,6,7,14,5,9,16,10,17,21,15,17
Otu127,194,200,288,100,175,212,244,327,388,200,153,204,226,244,340,204,229,205,171,369,427,307,256,313
Otu1271,0,0,6,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0,0,0
Otu1273,8,2,1,3,3,1,5,4,0,2,0,2,13,0,0,6,0,5,3,0,0,0,3,0
Otu1275,2,10,4,5,6,8,0,4,10,9,19,9,2,5,8,8,12,16,11,5,8,19,9,6
Otu1276,2,3,14,2,0,0,0,0,3,0,0,2,4,5,10,3,2,9,14,0,12,4,0,2
Otu1277,6,1,1,0,1,1,0,0,8,9,2,9,1,4,3,6,0,11,0,0,4,0,2,8
Otu1278,3,4,1,0,1,7,3,4,7,3,0,16,9,6,10,4,2,2,8,2,21,15,6,10
Otu1279,20,0,2,8,12,0,48,9,0,7,0,4,35,4,5,17,2,2,24,0,6,2,0,2
Otu128,70,94,108,17,44,58,55,137,81,50,35,47,55,81,152,46,46,85,41,128,151,25,47,61
Otu1280,0,0,0,0,0,4,0,0,0,2,0,0,0,1,2,0,0,0,0,0,4,0,11,0
Otu1281,2,2,8,0,0,0,0,11,2,0,0,4,1,2,13,0,0,0,0,5,27,0,2,4
Otu1282,12,8,3,5,6,6,17,9,3,10,2,9,8,10,3,0,5,7,19,2,4,0,9,15
Otu1283,0,1,1,3,0,0,10,5,5,0,0,4,22,2,1,1,0,7,3,2,0,0,2,0
Otu1284,6,22,18,5,6,8,0,4,0,3,5,2,4,9,21,6,2,11,11,32,41,12,11,15
Otu1285,6,6,8,6,3,1,0,11,3,2,0,9,6,2,12,1,10,0,11,12,10,6,3,6
Otu1286,2,5,3,3,4,1,10,4,7,2,2,4,1,8,13,10,7,2,5,10,4,2,5,2
Otu1287,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22,0,2,4,2,13
Otu1289,0,0,0,2,0,0,7,0,0,7,0,2,8,2,1,11,0,0,0,0,0,8,0,0
Otu129,30,43,46,8,7,18,90,44,73,34,9,27,66,105,102,24,26,14,79,57,228,31,24,48
Otu1290,20,8,7,6,8,3,56,5,19,9,0,18,10,2,16,3,5,4,14,2,2,8,9,8
Otu1291,2,1,3,2,0,1,2,18,0,0,0,0,1,2,8,0,0,0,5,2,31,0,8,13
Otu1292,0,3,0,0,0,1,0,9,0,0,0,0,1,2,3,0,2,4,5,2,6,6,12,8
Otu1293,44,18,5,24,28,24,17,7,14,55,35,27,19,15,10,17,20,7,0,7,4,12,14,4
Otu1295,8,2,2,8,6,1,2,2,19,7,0,18,7,4,2,6,2,2,5,2,19,0,6,4
Otu1296,0,0,0,0,0,0,2,0,0,14,0,0,6,0,0,1,0,0,3,0,0,0,0,0
Otu1297,2,10,9,9,8,14,0,26,12,3,5,16,11,9,14,22,10,5,3,0,23,2,5,6
Otu1298,3,3,1,6,4,4,2,2,2,9,2,7,3,1,3,4,0,0,0,12,27,0,3,8
Otu1299,2,1,0,3,6,1,2,4,2,2,5,2,2,5,1,1,0,4,22,2,0,15,11,4
Otu13,6,29,15,2882,23,1468,8,4,22,17,28,16,33,26,71,174,153,1015,65,64,17,90,20,365
Otu130,40,43,36,11,36,52,40,63,39,55,24,27,67,63,67,46,31,33,90,69,37,19,90,117
Otu1300,5,0,7,0,3,7,3,0,7,3,0,2,4,3,1,8,5,2,22,0,2,0,0,4
Otu1301,56,52,31,21,19,36,85,51,115,48,28,52,69,59,50,73,18,25,33,32,46,6,34,48
Otu1302,2,3,9,0,3,0,2,4,0,0,0,0,0,5,3,0,0,2,0,5,4,0,6,0
Otu1303,2,3,5,0,1,1,7,7,0,2,0,4,7,5,4,10,8,7,0,5,0,6,12,4
Otu1304,2,10,9,0,14,10,5,19,10,2,2,11,10,13,21,4,3,16,8,17,21,0,11,8
Otu1305,0,6,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,2
Otu1306,11,5,3,8,23,7,20,0,2,19,14,13,22,3,1,7,7,7,5,5,0,12,11,4
Otu1307,14,7,9,17,15,18,30,14,20,21,7,16,7,9,10,17,13,22,16,12,4,12,8,8
Otu1308,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
Otu1309,2,2,0,0,4,0,3,0,0,0,2,0,1,5,0,0,2,0,0,0,0,0,2,0
Otu131,238,46,65,47,142,125,240,137,41,86,125,54,238,85,105,155,107,71,131,140,97,176,70,54
Otu1310,23,23,17,8,10,14,35,28,32,14,5,20,28,32,20,24,8,16,41,12,37,36,15,25
Otu1311,2,2,0,0,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0
Otu1313,12,8,5,5,10,7,5,4,27,5,14,4,17,7,3,11,5,13,35,17,21,17,28,15
Otu1314,0,1,7,0,0,0,10,7,2,2,2,0,10,5,11,0,0,9,3,0,12,0,0,2
Otu1316,0,1,10,0,0,0,0,0,0,0,0,0,0,7,17,0,0,31,0,0,6,0,8,8
Otu1317,2,0,0,0,0,0,2,0,0,0,0,0,1,5,3,0,0,0,0,0,2,0,0,4
Otu1318,3,3,6,0,0,1,7,2,5,7,2,4,4,5,3,0,0,0,8,10,0,6,6,6
Otu1319,18,7,8,14,12,7,3,7,22,14,12,9,6,15,11,10,13,9,3,17,33,21,14,15
Otu132,403,537,467,252,436,444,496,576,991,361,485,520,564,497,781,460,507,551,250,640,780,119,462,620
Otu1320,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,10,0,5,13
Otu1321,2,1,0,0,1,4,2,2,0,14,5,2,1,4,0,3,0,5,5,2,0,0,5,6
Otu1323,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,3,0,0,0,0,0
Otu1324,3,2,1,2,1,11,5,0,8,3,7,7,1,4,4,7,3,7,0,10,0,4,12,10
Otu1325,0,4,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Otu1326,2,2,0,0,1,6,0,0,2,0,0,2,5,1,0,0,0,0,3,0,0,4,2,2
Otu1327,2,5,5,0,3,1,3,2,14,3,7,2,2,5,3,6,13,0,5,5,4,0,2,6
Otu1328,3,19,16,14,0,14,7,5,30,26,7,13,4,12,24,14,23,14,8,20,19,0,15,23
Otu1329,11,3,8,3,3,1,15,32,2,0,0,0,15,4,15,0,0,0,0,0,33,2,5,4
Otu133,2,12,5,5,6,10,5,18,17,21,16,92,10,13,21,3,7,13,3,0,8,0,5,0
Otu1330,2,1,0,2,17,13,2,0,3,17,19,16,2,4,2,17,7,11,14,0,0,36,12,2
Otu1331,6,4,0,5,7,6,8,4,17,12,12,9,7,9,6,17,5,0,5,12,6,0,9,10
Otu1332,0,0,0,0,4,8,0,0,5,5,7,2,0,2,1,0,2,0,0,0,0,0,2,0
Otu1333,2,3,1,3,1,1,0,0,7,2,12,4,1,2,1,4,8,0,0,7,8,2,3,2
Otu1334,4,15,1,2,3,4,10,0,15,7,7,11,0,5,5,8,3,7,0,0,2,0,8,4
Otu1335,6,10,1,3,7,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,2,3,0
Otu1336,1,1,1,2,0,4,0,5,2,3,7,0,13,2,2,1,3,2,0,0,0,0,3,6
Otu1337,2,3,0,0,1,4,0,5,2,2,5,2,0,5,4,4,5,4,0,7,6,0,6,6
Otu1338,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,6,0,0,0
Otu1339,2,6,2,0,0,1,2,4,0,0,0,0,1,1,3,3,0,2,0,10,10,6,3,2
Otu134,31,3,5,17,48,18,10,18,5,50,38,13,95,20,8,53,12,5,120,37,25,46,37,96
Otu1340,2,3,3,0,1,1,2,2,0,2,0,0,5,6,3,4,0,0,3,12,8,2,2,4
Otu1341,2,1,2,0,1,1,0,0,7,5,7,4,6,2,11,0,5,0,16,2,4,12,5,6
Otu1342,5,4,3,8,4,10,2,0,19,14,2,9,4,2,6,13,13,9,0,7,0,0,6,10
Otu1343,37,43,62,14,4,21,25,60,29,9,7,52,29,43,43,11,8,25,24,64,102,35,38,61
Otu1344,5,0,0,2,6,4,5,0,2,2,2,2,5,1,0,10,2,5,8,0,0,2,6,0
Otu1345,10,5,8,2,4,7,15,11,24,9,12,16,19,15,4,7,10,9,3,10,17,4,14,8
Otu1346,2,11,6,3,3,4,2,0,7,5,19,0,0,9,11,4,21,5,0,5,4,4,9,6
Otu1347,4,3,3,2,4,13,2,18,0,5,0,0,8,11,5,7,8,0,11,12,6,19,11,10
Otu1349,6,15,4,3,1,4,12,11,24,3,0,11,5,17,13,1,5,4,5,15,37,10,3,6
Otu135,154,96,62,103,83,210,35,16,140,133,132,123,54,87,68,95,145,105,33,128,122,165,191,240
Otu1350,3,4,5,9,0,1,13,9,7,9,2,13,6,5,6,4,3,11,3,5,0,0,6,6
Otu1351,177,72,108,3,4,10,5,46,14,3,0,25,45,28,46,1,8,7,14,98,68,2,8,2
Otu1352,9,15,24,5,6,19,8,21,19,2,0,16,4,15,30,3,0,5,0,34,54,0,3,21
Otu1353,3,4,15,0,3,6,2,11,0,0,0,11,2,9,13,4,2,4,8,5,4,25,9,10
Otu1354,0,0,1,9,1,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2
Otu1355,0,0,0,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Otu1356,9,3,4,2,8,8,13,9,3,12,12,7,15,15,7,7,5,5,3,2,6,17,11,2
Otu1357,1,3,1,0,1,14,0,4,2,3,0,0,1,2,1,1,2,4,0,0,2,4,0,0
Otu1358,44,26,17,41,62,56,80,12,14,65,21,22,38,35,17,40,31,36,30,17,8,13,44,40
Otu1359,5,2,2,0,0,1,7,2,10,0,2,4,7,3,7,0,2,0,0,15,4,0,0,0
Otu136,109,59,29,59,120,113,134,37,130,96,97,99,93,79,61,112,77,111,71,64,68,10,89,144
Otu1360,1,2,4,0,0,3,0,7,0,0,0,0,0,2,11,0,0,2,0,0,8,0,5,6
Otu1361,2,1,1,2,3,1,7,0,0,0,5,2,3,1,1,6,0,4,5,2,4,10,5,0
Otu1362,1,2,2,2,3,4,0,0,2,3,9,2,1,1,1,3,5,0,3,0,0,2,3,4
Otu1363,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu1364,3,8,10,0,1,4,8,4,10,7,0,9,10,3,11,3,5,13,11,12,12,4,12,13
Otu1365,22,16,20,9,18,19,20,42,3,38,31,18,19,26,24,38,43,22,30,22,46,44,12,19
Otu1366,7,0,0,2,7,6,7,0,3,3,2,7,18,3,1,7,2,0,3,5,0,0,5,2
Otu1367,5,9,5,3,15,6,32,9,2,12,0,4,9,2,3,10,2,2,3,2,2,21,2,2
Otu1368,0,2,2,3,1,0,0,5,0,0,0,0,2,10,5,1,5,2,3,0,10,0,8,2
Otu1369,1,0,0,0,0,0,2,2,0,0,0,0,6,6,1,0,2,0,5,2,2,2,3,2
Otu137,444,575,737,149,667,233,494,736,577,265,799,630,577,582,572,177,494,134,674,492,448,825,413,36
Otu1370,11,0,1,3,0,4,7,2,14,17,9,2,13,6,4,13,0,0,5,0,2,2,5,4
Otu1371,6,1,0,0,3,7,0,0,3,12,0,4,0,3,1,1,7,5,0,2,2,0,5,0
Otu1372,6,6,5,5,7,7,5,11,10,3,0,7,11,13,2,3,2,4,14,2,15,21,3,13
Otu1373,0,0,0,0,0,1,7,0,0,7,2,0,7,2,0,3,0,0,3,2,0,2,0,0
Otu1374,0,6,2,0,1,1,0,0,0,0,0,2,0,4,1,1,0,5,0,7,2,0,3,2
Otu1375,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,7,2,0,0,0,0,0,4
Otu1377,3,0,3,9,0,4,0,0,0,3,14,7,1,1,2,3,12,0,0,2,2,0,6,0
Otu1378,19,7,14,6,7,6,23,4,15,9,2,2,10,10,4,1,7,2,3,7,2,2,9,12
Otu1379,2,0,1,2,0,1,5,0,0,3,2,0,1,1,1,1,5,11,3,0,0,0,6,15
Otu1380,2,4,9,5,1,8,7,4,7,3,0,7,6,4,6,4,7,11,3,7,4,0,11,12
Otu1381,0,0,0,8,0,1,2,0,0,2,2,4,2,1,0,3,3,7,3,0,0,0,0,2
Otu1382,4,0,5,0,0,1,0,4,2,0,0,0,3,5,1,0,2,5,19,10,6,8,5,0
Otu1383,5,7,4,15,8,14,3,0,12,21,24,11,10,7,3,18,13,9,16,2,2,0,15,4
Otu1384,7,7,9,6,4,10,10,18,10,3,5,9,4,17,12,6,3,4,5,15,25,4,9,19
Otu1385,9,8,8,3,3,8,18,11,14,3,2,18,13,8,8,3,2,2,11,2,12,4,2,17
Otu1386,7,13,10,6,4,7,20,7,12,5,0,4,7,15,14,0,3,24,22,15,37,6,6,17
Otu1387,13,0,0,2,0,1,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,2,0
Otu1388,5,1,1,0,1,0,0,0,2,3,2,7,3,2,0,4,0,2,5,7,0,17,5,2
Otu1389,8,5,0,2,10,7,2,2,0,3,2,0,3,2,0,1,0,2,8,0,0,2,2,0
Otu139,13,37,2,0,1,0,0,83,0,0,0,9,0,2,0,0,0,0,5,5,0,0,2,0
Otu1391,0,5,4,0,0,3,0,0,2,0,0,0,0,26,12,0,2,2,5,22,19,12,14,21
Otu1392,0,2,1,0,0,0,0,4,0,0,0,2,7,0,1,0,0,0,3,0,2,0,0,0
Otu1393,1,2,3,0,1,3,10,9,2,3,0,0,10,3,1,3,3,2,5,2,6,8,0,6
Otu1394,6,2,1,0,3,7,10,0,3,3,0,4,4,0,0,0,0,2,3,2,0,0,0,0
Otu1395,11,3,0,8,8,1,15,0,0,14,5,7,16,5,2,15,0,2,14,7,2,19,3,6
Otu1396,10,10,9,3,6,14,7,16,5,10,7,4,4,5,12,14,2,5,16,12,14,0,5,12
Otu1398,5,4,1,3,3,1,2,2,5,12,7,13,4,6,4,11,5,18,3,7,0,6,12,4
Otu1399,2,0,0,0,7,4,3,0,0,7,12,4,4,5,0,10,21,2,5,0,0,2,12,13
Otu14,384,233,160,347,729,443,73,25,387,699,1404,505,205,268,274,469,626,176,49,133,56,0,308,29
Otu140,38,89,88,44,68,125,78,98,96,151,141,99,47,115,114,165,217,234,73,57,91,100,199,228
Otu1400,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0
Otu1402,0,1,12,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,2,19,0,0,10
Otu1403,0,6,14,0,7,0,0,21,12,0,0,0,1,5,13,0,0,5,0,0,25,0,5,8
Otu1404,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1405,10,2,1,5,10,3,10,0,2,3,9,7,7,2,1,4,0,4,0,5,0,0,3,8
Otu1406,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,8,0,0,10,11,4
Otu1409,0,1,0,0,17,0,0,2,0,5,7,0,0,0,0,3,0,0,0,0,0,2,0,0
Otu141,5,12,26,5,4,4,15,18,8,2,0,9,5,11,23,0,0,5,3,20,73,0,8,0
Otu1410,0,3,1,2,0,4,2,4,0,2,0,4,1,2,3,1,0,5,3,0,8,2,0,4
Otu1411,1,2,0,0,3,1,2,9,5,2,2,0,1,4,1,0,0,5,19,2,0,2,2,6
Otu1412,1,1,1,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2
Otu1413,11,4,5,2,10,11,18,12,5,12,12,7,7,10,8,13,3,4,0,12,6,2,6,15
Otu1414,2,0,0,2,8,3,12,0,7,24,16,2,1,2,1,8,5,2,19,2,0,0,5,8
Otu1415,0,2,6,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,0,2,4,0,0,15
Otu1416,0,0,0,0,1,0,7,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,2,0
Otu1417,2,0,1,6,0,0,2,0,0,2,0,2,0,0,0,14,0,4,0,0,0,0,0,2
Otu1418,2,2,0,3,1,10,0,0,2,10,21,7,0,0,0,11,13,9,0,0,4,2,8,10
Otu1419,3,3,6,2,3,4,5,16,8,7,2,7,9,9,12,11,0,0,8,0,4,0,9,4
Otu142,88,80,99,41,30,97,30,132,57,33,47,99,50,163,126,35,51,14,46,143,431,290,96,250
Otu1421,2,8,2,0,3,1,0,0,3,3,2,2,2,2,2,0,2,18,0,2,0,0,8,6
Otu1422,6,6,5,9,6,8,18,11,15,5,7,4,7,6,5,6,2,7,8,17,19,4,9,4
Otu1423,5,2,0,0,0,0,2,0,3,0,0,0,1,1,2,0,0,0,22,2,4,8,0,2
Otu1425,0,0,0,0,10,0,0,0,2,0,0,2,1,2,0,7,0,0,0,0,0,2,0,2
Otu1426,1,5,6,3,1,0,0,2,0,3,0,2,0,1,0,4,3,4,35,10,0,15,0,0
Otu1428,6,3,1,8,6,3,0,4,19,9,2,11,6,9,2,0,2,2,0,2,0,0,5,2
Otu1429,3,0,0,0,7,0,8,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu143,5,1,0,8,28,0,70,2,44,150,16,76,4,1,0,13,2,5,8,0,0,12,2,6
Otu1430,1,1,0,2,0,3,0,0,5,2,0,4,0,2,2,4,2,4,0,10,2,0,2,0
Otu1431,4,2,0,9,21,15,17,0,0,12,24,9,25,1,2,4,0,4,3,2,0,4,6,2
Otu1432,28,10,3,18,3,4,15,12,3,10,0,16,22,9,5,13,0,0,0,5,8,0,5,8
Otu1433,0,0,1,2,4,3,2,0,3,3,0,2,1,9,0,1,0,9,3,0,0,0,3,0
Otu1434,5,1,0,0,0,3,7,0,2,5,0,0,7,1,0,0,0,0,3,2,0,0,0,0
Otu1435,8,3,7,11,7,4,8,0,15,5,14,4,7,6,5,10,2,4,3,5,4,2,5,4
Otu1436,2,3,1,3,1,4,0,0,15,0,2,4,1,5,5,0,8,2,0,5,2,0,6,4
Otu1437,0,0,0,0,4,1,0,0,0,3,2,4,1,0,0,25,0,0,0,0,0,0,0,0
Otu1438,7,10,4,2,3,8,13,12,2,7,12,7,4,9,8,10,13,4,3,10,27,13,14,17
Otu1439,0,0,2,0,3,0,15,0,5,0,0,0,1,0,1,0,0,2,3,0,0,0,5,6
Otu144,72,24,43,9,6,14,27,21,3,5,0,27,34,27,23,6,7,14,71,27,39,125,15,17
Otu1440,5,11,3,6,15,17,7,18,29,24,14,22,10,12,11,14,21,9,8,7,25,10,11,17
Otu1441,0,1,1,2,7,14,2,0,5,5,2,0,0,1,0,3,0,7,0,2,0,2,2,2
Otu1442,2,1,0,2,12,1,0,2,0,0,5,0,1,5,0,0,0,7,0,0,0,0,2,0
Otu1444,6,2,3,0,0,6,8,2,8,2,5,2,3,4,2,4,7,4,3,0,0,0,0,2
Otu1445,5,8,5,3,1,11,2,21,27,7,2,16,5,13,7,10,5,14,16,10,10,4,14,23
Otu1446,8,3,8,2,8,3,5,12,5,5,7,11,7,9,12,0,7,0,0,5,12,0,17,10
Otu1447,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,11,0,0,0,2,2
Otu1448,2,6,4,2,0,13,2,9,0,2,0,2,3,5,16,1,7,20,11,2,17,4,8,12
Otu1449,2,2,0,0,0,0,2,2,12,3,0,9,8,2,0,6,0,0,3,5,2,0,0,2
Otu145,0,2,82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0
Otu1450,4,0,0,0,12,0,5,0,7,0,2,0,4,1,0,0,0,0,0,0,2,2,2,2
Otu1451,12,8,6,2,11,13,22,5,27,33,9,27,26,9,3,24,18,7,5,22,0,13,9,17
Otu1452,2,3,3,2,0,3,5,5,5,9,2,11,1,4,5,14,5,7,0,5,0,0,3,2
Otu1453,1,1,1,0,1,1,0,0,2,0,0,0,0,2,1,7,5,2,0,0,4,0,6,2
Otu1454,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,5,4
Otu1455,15,9,4,9,11,14,10,12,24,14,28,22,12,8,11,13,18,4,5,17,15,4,20,25
Otu1456,2,3,3,8,6,6,5,5,24,3,0,11,25,15,4,7,0,5,11,5,4,2,12,12
Otu1458,0,6,0,0,0,1,0,0,7,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
Otu1459,2,3,3,3,1,11,0,0,3,14,2,11,3,5,3,6,2,5,8,12,2,6,6,4
Otu1460,18,20,10,3,10,10,25,12,10,19,14,2,22,10,18,20,8,7,14,25,21,12,12,15
Otu1461,23,10,6,3,18,6,18,2,15,7,12,7,14,11,5,11,7,0,14,10,2,4,2,4
Otu1463,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu1464,2,3,5,3,1,1,5,7,12,0,0,9,4,2,5,3,0,4,0,2,19,0,2,2
Otu1465,2,0,1,0,0,3,5,5,8,0,0,7,3,2,5,0,0,4,0,2,0,0,0,0
Otu1466,1,0,0,3,4,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0
Otu1467,2,1,0,3,3,3,2,0,2,5,5,0,2,0,0,4,3,0,16,0,0,17,17,17
Otu1469,22,10,6,14,12,14,13,2,20,15,7,13,16,11,13,21,21,7,11,12,15,10,26,15
Otu147,47,19,22,29,48,54,78,40,44,34,45,20,81,34,35,63,8,33,169,37,42,2,60,60
Otu1470,5,0,0,0,3,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu1471,0,8,13,0,0,0,2,23,0,0,0,0,4,13,9,0,2,4,0,7,21,0,2,8
Otu1472,2,3,1,5,0,4,2,5,5,12,2,2,2,10,3,4,10,11,3,10,15,0,14,8
Otu1473,2,1,0,0,0,0,2,0,12,0,0,9,5,4,2,0,0,0,3,2,0,0,0,2
Otu1474,8,0,0,2,17,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,2
Otu1475,11,2,0,5,6,6,13,0,7,0,2,2,7,1,0,0,0,9,0,0,0,0,3,2
Otu1476,2,3,1,0,0,0,0,2,0,2,2,7,0,2,1,0,7,5,0,0,2,0,0,4
Otu1478,0,2,3,5,4,0,2,0,0,2,2,0,1,2,1,1,2,0,0,0,0,4,2,0
Otu1479,2,9,3,2,1,3,0,0,0,0,2,0,2,2,3,0,0,0,0,2,12,2,0,2
Otu148,107,150,86,42,91,84,90,144,115,60,104,76,139,186,113,107,114,103,155,135,108,111,101,92
Otu1481,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,17,4,0,0,0
Otu1482,6,8,12,6,6,8,3,4,12,2,2,4,4,7,4,4,12,4,8,5,6,21,3,2
Otu1484,14,4,8,5,17,1,13,14,2,0,2,4,8,4,3,0,2,2,5,2,0,0,3,4
Otu1485,5,1,0,0,8,1,8,0,3,9,2,2,4,5,0,13,7,2,3,0,0,0,0,10
Otu1486,0,0,10,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,10,0,0,2
Otu1487,0,2,11,0,0,0,0,2,0,0,0,4,0,2,8,0,0,0,0,0,10,0,0,8
Otu1488,13,3,5,9,12,8,8,5,5,9,5,2,16,8,9,10,2,4,11,10,10,0,2,17
Otu1489,1,1,8,2,0,3,2,2,0,0,0,2,0,3,8,0,0,0,8,10,19,0,0,4
Otu149,132,114,77,166,156,311,144,77,280,341,269,224,129,158,126,314,349,172,128,177,180,40,226,225
Otu1490,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
Otu1491,11,23,4,8,39,25,18,2,17,17,26,18,22,15,9,18,15,11,22,5,0,17,18,21
Otu1492,2,3,2,0,0,0,0,0,0,2,2,4,1,0,0,4,0,0,8,0,4,2,3,8
Otu1493,2,3,2,2,1,8,3,2,5,14,5,11,1,2,3,0,13,7,3,2,4,2,11,2
Otu1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Otu1495,2,0,0,0,4,18,2,5,3,7,14,11,1,1,1,1,2,2,5,2,2,0,8,6
Otu1496,5,4,8,6,10,0,2,12,0,0,5,0,16,7,8,8,0,7,30,2,4,2,2,0
Otu1497,1,0,9,0,0,3,0,12,3,0,0,2,3,3,10,1,0,0,8,0,6,2,2,2
Otu1499,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,2,2,2,0
Otu15,192,13,0,386,0,4,2,9,10,12,7,9,799,27,16,8,10,333,19,0,35,2,0,36
Otu150,35,194,81,9,46,33,13,49,7,19,33,16,19,36,39,31,21,62,35,20,19,63,18,27
Otu1500,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1501,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1502,6,3,5,3,11,8,3,5,0,2,0,2,3,5,3,4,0,2,8,2,0,0,9,8
Otu1503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Otu1504,0,0,3,5,3,1,2,7,0,5,0,4,4,1,2,0,0,0,0,10,31,0,2,4
Otu1505,0,0,0,2,0,0,0,5,2,0,0,4,0,1,1,0,2,4,0,0,0,0,2,2
Otu1506,25,29,27,11,21,32,18,21,49,17,14,27,14,21,45,15,15,13,19,49,27,12,26,40
Otu1507,11,1,0,3,7,3,0,16,0,3,0,0,14,3,0,1,2,0,3,2,0,0,0,0
Otu1508,6,6,6,6,21,7,18,4,2,26,7,13,19,16,3,7,18,0,22,15,10,19,8,6
Otu1509,3,2,1,2,4,6,2,0,3,3,0,9,2,2,1,4,0,0,0,0,0,0,0,0
Otu151,1,2,0,0,10,6,2,0,3,2,5,9,0,2,2,1,3,2,0,2,0,178,6,2
Otu1510,2,10,12,2,4,7,3,12,7,3,2,9,5,15,16,3,5,7,5,5,58,4,15,19
Otu1511,6,2,3,2,10,10,8,7,10,7,2,9,4,7,5,3,2,4,11,5,6,0,8,10
Otu1512,5,3,0,2,3,13,0,0,5,3,2,0,2,5,2,1,0,2,5,0,12,0,14,15
Otu1514,3,0,0,0,0,1,2,0,0,0,2,0,1,1,3,0,2,2,0,0,2,0,0,0
Otu1515,1,10,6,5,0,11,0,0,8,7,0,7,4,9,7,4,5,9,0,0,2,4,3,6
Otu1516,13,0,1,0,4,3,15,5,2,12,7,7,6,6,3,6,2,2,3,5,6,12,5,13
Otu1517,6,3,4,0,0,1,2,7,2,2,0,0,4,15,1,1,0,2,0,7,0,0,3,0
Otu1518,28,21,14,15,35,18,33,37,46,24,31,27,34,33,15,24,23,16,52,37,23,12,24,38
Otu1519,6,10,10,3,6,4,15,7,12,2,0,4,4,5,11,6,2,0,22,10,10,4,21,8
Otu152,75,82,21,23,102,152,18,4,25,90,97,72,45,67,23,114,104,56,41,76,6,73,148,142
Otu1520,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0
